11	111	166
11	111	166
10	109	166
10	107	167
9	104	168
9	101	167
8	97	166
8	93	164
7	88	161
6	81	159
5	74	157
4	68	156
4	66	155
10	130	164
10	128	165
9	125	166
9	121	166
9	119	164
9	117	163
9	116	163
10	114	163
10	114	163
11	113	164
11	114	164
11	113	165
11	112	165
10	110	165
10	108	166
10	105	166
9	102	166
9	98	165
8	93	163
7	88	161
6	81	160
5	74	159
5	67	158
4	65	157
10	137	161
10	135	162
10	130	163
9	126	164
9	124	163
9	121	162
9	120	161
10	118	161
10	117	162
11	116	163
11	116	164
11	115	164
11	114	164
11	111	164
10	109	165
10	106	165
10	103	165
9	99	164
8	94	162
8	88	160
7	81	160
6	74	159
5	67	158
5	65	158
11	143	160
10	141	161
10	136	162
10	131	162
10	129	162
9	126	161
10	125	160
10	122	160
11	121	161
11	119	163
11	118	163
11	116	164
11	114	163
11	112	163
10	110	164
10	107	164
10	104	164
9	100	162
9	94	161
8	89	159
7	81	159
7	74	158
6	67	158
5	66	157
11	149	159
11	147	160
11	142	161
10	137	162
10	134	161
10	131	161
10	129	160
10	126	161
11	125	161
11	122	163
11	121	163
11	118	163
11	116	163
11	114	163
10	112	162
10	108	163
10	104	162
9	100	162
9	95	159
8	89	158
8	81	157
7	74	157
6	68	156
6	67	156
11	155	158
11	153	160
11	147	161
10	142	163
10	138	162
10	135	162
10	133	161
11	130	161
11	128	162
11	125	163
11	123	164
11	121	164
11	118	163
11	116	163
11	113	162
10	110	162
10	106	161
9	101	161
9	96	158
9	90	157
8	82	156
7	75	155
6	68	154
6	67	154
11	159	159
11	157	160
11	152	162
11	146	163
10	142	163
10	138	162
10	136	162
11	133	162
11	131	163
11	128	164
12	126	165
11	123	165
11	120	164
11	117	164
11	114	162
10	111	162
10	107	161
10	102	160
9	97	157
9	91	156
8	84	154
7	77	153
6	70	152
6	69	151
11	162	160
11	160	161
11	156	163
11	151	164
10	146	163
10	142	162
10	139	162
10	136	163
11	133	164
11	130	165
11	128	165
11	126	166
11	122	165
11	119	164
11	116	163
10	113	161
10	109	160
10	104	159
9	98	157
9	93	155
8	85	153
7	78	152
6	72	150
6	70	150
11	163	163
11	162	163
11	158	163
11	153	164
10	149	163
10	145	162
10	142	163
10	139	164
11	136	165
11	133	165
12	131	164
12	128	164
11	125	164
11	121	164
11	118	162
11	115	160
10	110	159
10	105	158
9	100	156
9	94	154
9	88	153
8	80	151
7	74	150
6	72	149
12	165	163
12	163	163
11	159	164
11	155	164
10	152	164
10	149	163
10	145	163
10	141	164
11	138	165
11	136	165
12	134	164
12	132	164
11	128	164
11	125	164
11	121	162
11	117	159
10	113	158
10	107	158
9	102	156
9	96	154
8	89	152
8	82	151
7	76	149
6	74	148
12	165	164
12	163	164
11	159	165
11	155	165
10	153	164
10	151	163
10	148	162
10	144	164
11	141	165
11	139	165
12	136	164
12	133	164
11	130	164
11	127	164
11	123	162
11	118	160
10	114	159
10	108	158
9	102	156
9	97	154
8	90	152
7	83	150
7	77	149
6	75	149
12	166	164
12	163	165
11	160	165
11	156	164
10	155	163
10	152	162
10	149	162
10	145	164
11	143	165
11	140	166
11	138	166
11	135	166
11	132	165
11	129	164
11	125	163
11	119	162
10	114	160
10	108	159
9	103	157
9	97	155
8	91	152
7	84	151
7	78	150
6	76	150
12	167	163
12	164	164
11	161	164
11	158	163
10	155	163
10	153	162
10	149	163
10	146	164
11	144	166
11	142	167
11	139	168
11	135	167
11	132	166
11	130	165
11	126	164
11	121	163
10	115	161
10	108	160
9	103	158
8	97	156
8	91	154
7	84	153
6	78	152
6	76	152
12	169	161
12	167	161
11	162	162
11	158	163
10	155	163
10	153	163
10	150	164
10	148	165
11	145	167
11	142	168
11	140	169
11	136	168
11	134	167
11	131	166
11	128	165
11	123	163
10	116	161
10	110	160
9	104	159
8	98	158
8	90	156
7	83	156
6	77	154
6	75	154
11	172	157
11	169	159
11	164	162
10	159	164
10	156	164
10	154	164
10	153	164
10	151	165
11	149	166
11	145	168
11	142	169
11	139	169
11	135	168
11	132	166
11	129	165
10	124	164
10	118	162
9	112	160
9	105	159
8	98	159
8	89	158
7	81	157
6	76	155
6	74	154
11	176	153
11	173	155
11	166	160
10	161	163
10	158	163
10	157	163
10	157	164
10	155	165
10	153	166
11	150	167
11	146	168
11	142	168
11	138	167
11	134	166
11	131	165
10	126	164
10	120	163
9	114	162
9	107	160
8	98	159
7	89	158
7	81	157
7	75	154
7	73	154
11	181	148
11	178	151
11	172	156
10	166	159
10	164	160
10	162	161
10	161	162
10	160	164
10	158	164
10	155	165
11	152	165
11	146	165
11	142	164
11	137	163
11	133	163
10	128	164
10	123	163
10	117	162
9	109	161
8	100	159
8	91	159
7	82	157
8	76	155
7	73	154
11	187	144
11	183	146
11	178	151
10	172	155
10	169	156
10	167	157
10	165	159
10	164	161
10	162	161
10	159	162
11	156	162
11	150	162
11	146	161
11	141	160
11	137	160
10	132	161
10	127	161
10	120	161
10	112	160
9	102	159
8	93	159
8	83	158
8	77	157
8	74	156
11	189	142
11	185	145
11	180	149
10	174	153
10	171	154
9	169	156
10	167	158
10	165	160
10	163	160
10	160	161
11	157	160
11	152	161
11	147	160
11	142	159
11	138	159
11	133	160
11	129	160
10	122	160
10	113	159
9	104	159
9	94	159
9	85	159
9	78	157
9	75	157
10	64	224
10	64	223
11	64	222
11	62	220
11	62	220
11	60	220
11	60	221
10	60	221
10	60	222
9	59	222
9	57	222
9	55	222
10	54	221
11	52	220
12	51	219
12	51	219
12	51	218
10	64	223
10	64	222
11	64	221
11	63	220
11	62	219
11	60	219
11	60	220
10	60	221
10	60	222
9	59	222
9	58	222
9	56	221
10	54	220
11	53	219
12	51	218
12	51	218
12	51	218
10	65	222
10	64	221
11	64	220
11	63	218
11	62	218
11	61	218
11	60	220
10	60	221
10	60	222
9	60	222
9	59	221
9	57	220
10	55	219
11	53	218
12	52	218
12	51	217
12	51	217
10	65	220
10	65	219
11	64	219
11	63	218
11	62	217
11	61	218
11	61	219
10	60	221
10	60	221
9	60	222
9	59	222
10	58	221
10	56	219
11	54	218
12	52	218
11	51	218
11	50	218
10	66	218
10	65	218
11	65	218
11	63	217
11	62	218
11	61	218
11	61	219
10	61	220
10	60	220
9	60	222
9	59	222
9	58	222
10	56	221
11	54	220
12	52	219
11	50	219
11	50	219
10	66	217
10	66	217
11	65	217
11	64	217
12	63	217
12	62	218
11	62	219
10	62	219
10	61	220
9	61	221
9	60	222
9	58	223
10	57	222
11	55	221
11	53	220
11	50	220
11	50	221
10	66	217
10	66	217
11	65	217
11	64	216
12	63	217
12	63	217
11	62	218
11	63	219
10	63	220
9	62	221
9	61	222
9	59	222
10	58	222
10	57	221
11	54	221
10	51	221
10	50	221
10	67	217
10	66	217
11	66	217
11	65	216
11	64	217
11	64	218
11	63	219
10	64	220
10	64	220
9	63	221
9	62	222
9	61	222
10	60	221
11	58	220
11	56	220
10	52	221
10	51	222
11	68	218
10	67	218
10	66	217
10	66	217
11	65	217
11	65	218
11	64	219
10	64	219
10	65	220
9	64	220
9	64	221
9	63	222
10	62	221
11	60	220
11	58	220
10	54	221
10	53	222
11	69	219
11	68	219
11	67	218
10	66	218
11	66	217
10	65	218
10	65	218
10	66	219
9	66	220
9	66	221
9	65	222
10	64	222
10	63	221
11	62	220
11	60	220
11	56	222
10	54	222
11	69	220
10	69	220
11	68	219
10	67	218
10	67	217
10	66	217
10	66	218
10	67	219
9	67	220
9	67	221
9	66	222
9	66	222
9	64	222
10	63	221
10	61	221
10	58	222
10	57	223
10	70	222
10	70	222
11	69	220
10	68	219
10	67	217
10	67	217
10	67	218
9	68	219
9	68	220
9	69	221
9	68	222
9	67	223
9	66	222
10	65	222
10	63	222
10	60	222
10	59	222
10	70	223
10	70	223
10	70	221
10	69	220
10	68	218
10	68	218
9	68	218
9	69	219
9	70	220
9	70	221
9	70	222
9	69	222
9	68	222
9	66	222
10	65	221
10	62	222
10	62	222
9	71	223
9	71	223
10	71	221
10	70	219
10	70	217
10	69	217
9	69	217
9	70	218
9	71	219
8	72	220
8	71	221
8	71	221
9	69	220
9	68	220
10	66	219
10	65	219
10	64	219
9	73	222
9	73	221
9	73	220
9	73	218
10	72	216
9	72	215
9	72	216
9	73	217
8	74	218
8	74	219
8	74	219
8	73	218
9	72	218
9	71	217
10	70	216
10	68	215
10	68	214
9	76	220
9	76	219
9	76	217
9	76	215
10	76	214
9	76	213
9	77	214
9	78	214
8	79	215
8	80	216
8	79	216
8	79	215
9	78	214
9	77	213
10	76	212
10	76	208
10	76	207
9	77	219
9	77	219
9	78	217
9	78	215
9	78	213
9	77	212
9	78	213
8	80	214
8	81	215
8	81	215
8	81	215
8	81	214
9	80	212
9	79	211
10	78	210
10	78	206
11	78	205
16	149	200
16	146	201
16	139	206
16	132	210
16	125	213
16	119	215
15	112	216
15	107	218
14	102	220
14	98	222
14	97	222
14	96	221
13	97	221
13	98	219
13	102	216
14	108	211
15	114	207
15	119	202
15	124	197
15	129	188
15	136	178
15	138	175
16	147	202
16	145	203
16	138	207
16	131	211
16	124	214
15	118	216
15	112	217
15	106	219
14	102	220
14	98	222
14	96	222
14	95	222
13	96	221
13	97	219
13	101	216
14	106	212
15	112	208
15	117	204
15	122	199
15	127	191
15	133	182
15	135	178
16	142	207
16	140	208
16	135	211
16	129	214
16	122	216
15	116	217
15	110	218
15	105	219
14	100	221
14	97	223
14	95	224
14	94	223
14	94	222
14	96	220
14	99	218
14	103	215
15	108	213
15	113	210
15	117	205
15	121	199
15	126	191
15	128	188
16	137	211
16	135	212
16	131	215
16	126	217
15	120	218
15	114	219
15	108	219
15	103	220
14	99	221
14	95	223
14	93	224
14	92	224
14	93	222
14	94	220
14	97	219
14	101	217
15	105	215
15	109	213
15	112	209
15	116	204
15	121	197
15	123	195
16	132	215
16	131	216
16	127	217
16	122	219
15	117	220
15	111	221
15	106	220
15	102	221
14	98	222
14	94	224
14	92	225
14	92	224
14	92	222
14	93	220
14	95	219
14	99	218
15	103	217
15	106	215
15	109	213
15	113	208
15	117	202
15	119	200
15	128	218
15	126	219
15	123	220
15	119	222
15	114	222
15	109	223
15	105	222
15	101	223
15	97	223
15	94	224
14	92	224
14	91	224
14	91	221
14	92	219
15	93	218
15	96	218
15	100	218
15	103	218
15	106	216
15	109	212
15	113	207
15	114	205
15	124	220
15	122	221
15	119	222
15	115	223
15	111	224
15	106	224
15	102	223
15	99	224
15	96	224
15	93	224
15	91	224
15	90	223
15	90	221
15	91	218
15	92	217
15	95	218
15	98	219
15	101	220
14	103	219
15	105	216
15	109	212
15	110	211
15	119	222
15	118	223
15	115	224
15	112	225
15	108	225
15	104	225
15	100	225
15	97	225
15	95	224
15	92	224
15	91	223
15	90	222
15	89	220
15	90	219
15	91	218
15	94	219
15	97	220
14	99	221
14	101	220
14	103	217
14	106	214
14	107	213
15	114	224
15	114	224
15	111	225
15	109	225
15	105	225
15	102	225
15	98	225
15	95	224
15	93	224
15	91	224
15	90	223
15	89	222
15	89	221
15	90	219
15	90	219
15	93	219
15	95	220
14	98	221
14	99	220
14	102	218
14	104	215
14	105	214
15	109	225
15	109	225
15	108	225
15	106	224
15	103	224
15	100	225
14	97	226
14	94	225
14	92	225
14	91	224
15	90	224
15	90	223
15	89	222
15	90	221
15	90	220
15	92	220
15	94	220
14	96	221
14	98	220
14	101	218
14	103	215
14	104	214
15	105	225
15	105	225
15	104	225
15	103	224
14	101	223
14	99	224
14	96	225
14	93	225
14	92	225
14	91	224
14	90	224
15	90	223
15	90	222
15	90	221
15	91	220
15	92	220
14	93	220
14	95	220
14	97	220
14	100	218
14	102	215
14	103	214
15	102	221
15	102	222
15	101	223
15	100	223
14	99	224
14	97	224
14	95	225
14	93	225
14	92	224
14	91	224
14	91	224
14	90	224
14	90	222
14	90	222
14	91	221
14	91	221
14	92	221
14	94	221
14	96	220
14	99	218
14	101	216
14	102	215
16	106	208
15	105	210
15	103	214
15	100	218
14	98	220
14	97	221
14	95	222
14	94	222
14	93	222
14	92	222
14	91	223
13	90	223
13	90	223
13	90	222
13	90	222
14	91	222
14	91	222
14	93	222
14	95	220
14	98	218
14	100	216
15	101	215
16	107	204
15	106	207
15	102	212
15	100	217
15	97	220
14	96	222
14	94	223
14	93	222
14	93	221
14	92	222
13	91	223
13	90	223
13	90	223
13	90	223
13	90	223
13	90	223
14	91	223
14	93	222
14	95	221
14	98	219
15	99	216
15	100	215
13	109	185
13	105	191
13	94	208
12	89	215
12	87	216
12	84	215
13	83	213
13	81	213
13	79	213
13	76	213
13	76	214
13	75	214
14	74	215
14	74	215
14	73	216
14	74	215
15	74	215
15	73	214
15	72	215
15	71	216
14	70	215
14	70	215
13	70	215
13	69	215
12	69	213
12	68	213
13	106	192
13	103	197
13	94	211
12	89	217
13	87	218
12	84	216
13	83	215
13	80	214
13	79	214
13	77	214
13	75	215
13	74	216
13	74	216
14	73	216
14	73	217
14	73	217
14	73	217
15	73	217
15	72	217
14	71	218
14	70	217
13	70	217
13	69	217
13	68	216
12	68	215
12	68	214
13	96	210
13	94	212
13	90	218
13	87	222
13	85	222
13	83	221
13	81	220
13	79	218
13	77	218
13	76	218
13	74	219
13	73	219
13	73	220
14	73	220
14	72	220
14	72	220
14	72	221
14	72	221
14	71	221
14	71	221
14	70	221
13	69	221
13	68	221
12	66	221
12	66	221
12	66	221
13	92	218
13	92	218
13	90	221
13	87	223
13	85	224
13	82	223
13	81	222
13	79	220
13	78	220
13	76	219
13	74	220
13	73	221
13	73	221
13	72	221
14	72	221
14	72	222
14	71	223
14	71	224
14	71	224
13	70	223
13	69	223
13	68	223
12	66	223
12	65	223
12	64	224
12	63	223
13	91	219
13	91	220
13	89	222
13	87	223
13	84	224
13	82	224
13	81	223
13	79	221
13	78	220
13	76	220
13	74	221
13	73	221
13	73	221
13	73	221
14	72	221
14	72	222
14	71	223
13	71	224
13	71	224
13	70	224
13	69	223
13	67	224
12	65	224
12	64	224
12	63	225
12	62	224
14	91	219
14	90	220
14	89	222
13	86	223
13	84	224
13	82	224
13	81	224
13	79	222
13	78	221
13	75	220
13	74	221
13	73	221
13	73	221
13	72	220
13	72	220
13	71	221
13	71	223
13	71	224
13	70	224
12	69	224
12	68	224
12	66	224
12	64	224
12	62	225
12	61	225
12	60	225
14	91	219
14	90	220
14	88	222
14	86	223
14	84	223
13	81	224
13	80	224
13	79	223
13	78	221
13	75	221
13	74	221
13	73	220
13	73	220
13	72	220
13	72	220
13	71	221
13	71	222
12	71	223
12	70	224
12	68	224
12	67	224
12	65	224
12	63	224
12	61	224
12	60	224
12	59	224
15	90	218
15	89	219
15	87	221
14	85	223
14	83	223
14	81	224
14	80	223
13	78	223
13	76	222
13	75	221
13	74	220
13	73	220
13	72	219
13	72	219
13	72	220
13	71	221
12	71	222
12	70	223
11	69	224
11	67	224
11	66	224
11	63	224
12	62	224
11	59	224
12	58	225
11	57	225
15	88	218
15	88	219
15	86	222
15	84	223
15	82	224
14	80	223
14	78	223
13	76	223
13	75	223
13	74	222
13	73	221
13	73	220
13	72	219
13	72	219
13	72	220
12	71	221
12	71	222
11	69	223
11	68	223
11	66	224
11	65	223
11	62	223
12	61	223
11	58	224
11	57	224
11	55	224
15	85	218
15	85	219
15	84	222
15	82	223
15	80	223
14	78	222
14	77	222
13	75	223
13	73	223
13	73	222
13	73	221
13	72	220
13	72	219
13	72	219
13	72	220
12	71	221
12	70	222
11	68	223
11	67	223
11	65	224
11	63	223
11	61	223
11	60	223
11	57	224
11	55	223
11	54	223
15	83	219
15	83	220
15	82	222
15	80	222
14	79	222
14	77	221
13	76	221
13	74	222
13	73	222
13	73	222
13	72	221
13	72	220
13	72	219
13	72	219
13	72	220
13	71	221
12	70	222
12	68	223
12	66	223
12	64	223
12	62	223
12	60	223
12	59	223
12	57	223
11	55	222
11	54	222
15	80	219
15	80	220
15	79	221
14	78	221
14	77	221
13	76	220
13	75	220
13	73	220
13	73	221
13	72	220
13	72	220
13	72	220
13	72	219
13	72	218
13	72	219
13	71	220
13	69	221
12	67	222
12	66	222
12	64	222
12	62	223
12	60	223
12	58	224
12	56	223
12	55	223
11	54	222
15	80	219
15	80	220
14	79	221
14	78	221
14	77	221
13	75	220
13	74	220
13	73	220
13	73	220
13	73	220
13	72	220
13	72	220
13	72	219
13	73	218
13	72	219
13	71	220
13	69	221
13	67	221
13	65	221
12	63	221
12	61	222
12	59	223
12	58	224
12	56	223
12	55	223
11	54	223
14	104	198
14	102	201
14	96	206
14	92	210
15	89	210
15	85	211
15	81	212
15	78	214
15	76	217
15	75	218
14	102	200
14	100	202
14	95	208
14	91	210
15	88	211
14	84	212
14	81	212
14	77	215
15	75	217
15	74	219
14	98	204
14	96	206
14	92	210
14	88	212
15	84	213
15	81	213
15	78	213
15	75	215
15	73	217
14	72	219
13	93	207
14	92	209
14	88	213
14	84	214
14	80	214
14	77	215
15	75	215
14	72	216
14	70	217
14	69	218
14	89	208
14	88	210
14	84	213
14	80	215
14	77	216
14	74	216
15	71	216
14	69	217
14	67	218
14	66	218
13	85	208
13	84	210
14	81	213
14	78	216
14	74	216
14	71	217
14	69	217
14	67	217
14	65	218
14	63	218
13	82	208
13	81	210
13	78	213
13	75	216
14	73	216
14	70	216
14	68	217
14	65	218
14	64	218
14	62	218
13	81	209
13	80	210
13	78	212
13	75	214
14	73	215
14	70	216
14	68	217
14	66	217
14	64	218
14	63	218
13	82	209
13	81	210
13	79	211
13	76	213
14	74	214
14	72	215
14	70	216
14	68	217
14	66	217
14	66	217
13	84	209
13	84	209
13	82	210
13	80	211
13	77	212
14	75	215
14	73	216
14	72	216
14	70	216
14	70	215
13	88	209
13	87	210
13	85	210
13	83	211
13	81	211
13	80	213
13	78	214
14	76	215
14	75	214
14	75	214
13	92	209
13	91	210
13	89	211
13	88	211
13	86	211
13	84	212
13	83	213
13	82	214
14	81	212
14	81	213
13	96	208
13	95	209
13	93	210
13	91	211
13	90	212
13	89	212
13	87	213
14	87	213
14	87	210
14	87	211
13	100	206
13	100	208
13	97	210
13	95	211
13	93	213
13	91	214
13	90	214
13	91	212
14	94	206
14	95	204
12	104	205
13	103	206
13	100	209
13	98	211
13	95	213
13	93	215
13	93	214
13	94	211
14	98	204
14	100	202
12	106	204
13	105	205
13	102	208
13	99	211
13	96	214
13	94	215
13	93	215
13	96	210
13	101	201
14	103	198
